name,chain,city,source,external_id,address,lat,lng,google_maps_url,booking_url,id,created_at
AEON MALL TANJUNG BARAT XXI,XXI,Jakarta,21cineplex,JKTAETB,"AEON MALL Tanjung Barat Lantai 3 Jl. Tanjung Barat No. 163, Tanjung Barat – Jagakarsa Jakarta Selatan 12660 TELEPON : ( 021 ) 50915953",-6.30697,106.83993,,https://m.21cineplex.com/cinemas/JKTAETB?city_id=10,6b3f5516-b387-410e-9ed6-ccbade039a25,2026-05-16T13:56:18.989792
AGORA MALL XXI,XXI,Jakarta,21cineplex,JKTAGT9,"Agora Mall Lt. 3 Jl. M H Thamrin No. 10, Kebon Melati, Kec. Tanah Abang, Jakarta Pusat 10230 TELEPON : ( 021 ) 50115921",-6.198142,106.821152,,https://m.21cineplex.com/cinemas/JKTAGT9?city_id=10,e4771245-6da2-43af-a1fc-86505b9aae6f,2026-05-16T13:56:18.989840
AGORA MALL PREMIERE,XXI,Jakarta,21cineplex,JKTPRAT,"Agora Mall Lt. 3 Jl. M H Thamrin No. 10, Kebon Melati, Kec. Tanah Abang, Jakarta Pusat 10230 TELEPON : ( 021 ) 50115921",-6.198142,106.821152,,https://m.21cineplex.com/cinemas/JKTPRAT?city_id=10,f88f1ef1-0099-444d-86a2-484c7d774f87,2026-05-16T13:56:18.989856
AGORA MALL IMAX,XXI,Jakarta,21cineplex,JKTIXAT,"Agora Mall Lt. 3 Jl. M H Thamrin No. 10, Kebon Melati, Kec. Tanah Abang, Jakarta Pusat 10230 TELEPON : ( 021 ) 50115921",-6.198142,106.821152,,https://m.21cineplex.com/cinemas/JKTIXAT?city_id=10,547c7cbe-fe4e-43bb-9def-7e356b974e58,2026-05-16T13:56:18.989869
ARION XXI,XXI,Jakarta,21cineplex,JKTARIO,"ARION PLAZA LT. 4 JL. PEMUDA KAV. 3-4, RAWAMANGUN TELEPON : (021) 475 7658",-6.193882,106.89045,,https://m.21cineplex.com/cinemas/JKTARIO?city_id=10,7fa8445a-21b1-4ce3-b03d-be99f87c1ef4,2026-05-16T13:56:18.989884
ARTHA GADING XXI,XXI,Jakarta,21cineplex,JKTARGA,"MAL ARTHA GADING, ATRIUM ITALY, LT.6 TELEPON : (021) 4586-4123",-6.14638,106.89139,,https://m.21cineplex.com/cinemas/JKTARGA?city_id=10,a8590eed-3877-4b08-923d-7eb77207e88f,2026-05-16T13:56:18.989898
BASSURA XXI,XXI,Jakarta,21cineplex,JKTBASS,BASSURA CITY LT.2 JL. BASUKI RAHMAT NO.1 JAKARTA TIMUR TELEPON: (021) - 22807229,-6.224053,106.877929,,https://m.21cineplex.com/cinemas/JKTBASS?city_id=10,47b06132-360e-478a-b0e6-b0de565efd84,2026-05-16T13:56:18.989912
BAYWALK PLUIT XXI,XXI,Jakarta,21cineplex,JKTBAPL,MAL BAYWALK PLUIT Lt. 6 JL. PLUIT KARANG AYU BLOK B1 UTARA JAKARTA UTARA TELEPON : (021) 29629621,-6.107952,106.779028,,https://m.21cineplex.com/cinemas/JKTBAPL?city_id=10,f54b928a-3e81-4f74-a553-e5ae0e86484c,2026-05-16T13:56:18.989926
BAYWALK PLUIT PREMIERE,XXI,Jakarta,21cineplex,JKTPRBP,MAL BAYWALK PLUIT Lt. 6 JL. PLUIT KARANG AYU BLOK B1 UTARA JAKARTA UTARA TELEPON : (021) 29629621,-6.107952,106.779028,,https://m.21cineplex.com/cinemas/JKTPRBP?city_id=10,b6a1eee7-704b-4b78-917b-40aa1b08c025,2026-05-16T13:56:18.989937
BLOK M SQUARE,XXI,Jakarta,21cineplex,JKTBMSQ,"BLOK M SQUARE LT.5, JL. MELAWAI V, JAKARTA SELATAN TELEPON : (021) 7280 2021",-6.244494,106.800805,,https://m.21cineplex.com/cinemas/JKTBMSQ?city_id=10,3a0fb6ef-964a-4fb1-9e35-f135df19d15c,2026-05-16T13:56:18.989950
